variety,harvest_code,location,treatment,state,quality_overall,watercore,tree_vigor,fruit_drop,red_pct,color_pattern,comments,coarse_texture,harvest_load,fruit_load,eating_quality,scab_susc,brix,flavor,flesh_color,firm_or_soft,firmness_value,ground_color,over_color,image_url,size,shape,weight_grams,harvest_window,russeting,season,biennial,storage_quality,evaluation_date,drop_status,rootstock,preharvest_drop_pct,drop_location,texture,CAR_susc,fireblight_susc,skin_feel,skin_thick,starch_index,DA_meter,tree_habit,tree_vigor2,brix_numeric,firmness_numeric,red_pct_numeric,starch_numeric,routing,is_premium,size_numeric,season_numeric
Morning Mist Fuji,,Belchertown,,MA,,,,,90,,2nd-leaf trees,,,,,,14.7,,,,3.2,,,http://fruit.umext.umass.edu/2013appleharvest/mmfuji090413.jpg,,,241.0,,,,,,9/24/2013,none,,,,,,,,,13.5,5.5 (4-7),,,14.7,3.2,90.0,13.5,unknown,False,3,3
Empire,,Belchertown,,MA,,,,,70,,,,,,,,17,,,,3.0,,,http://fruit.umext.umass.edu/2013appleharvest/empire090413.jpg,,,184.0,,,,,,9/24/2013,nil,,,,,,,,,11,4.5 (3-5.5),,,17.0,3.0,70.0,11.0,unknown,False,3,3
Delicious,,Belchertown,,MA,,,,,95,,,,,,,,17.4,,,,3.0,,,http://fruit.umext.umass.edu/2013appleharvest/delicious090413.jpg,,,219.0,,,,,,9/24/2013,nil,,,,,,,,,10.8,2.5 (2-3.5),,,17.4,3.0,95.0,10.8,unknown,False,3,3
Golden Delicious (Gibson),,Belchertown,,MA,,,,,,,,,,,,,16.2,,,,2.9,,,http://fruit.umext.umass.edu/2013appleharvest/gibsongd090413.jpg,,,191.0,,,,,,9/24/2013,none,Bid 9,,,,,,,,12,4.5 (4-5),,,16.2,2.9,,12.0,unknown,False,3,3
Rubinstar Jonagold,,Belchertown,,MA,,,,,65,,,,,,,,16.1,,,,3.4,,,http://fruit.umext.umass.edu/2013appleharvest/rubinstarjonagold090413.jpg,large,,271.0,,,,,,9/24/2013,,,,,,,,,,12.8,5.5 (4-7),,,16.1,3.4,65.0,12.8,unknown,False,5,3
NY 428,,Belchertown,,MA,very good,,medium,faint,90,solid-blush hint stripe,"an improved McIntosh-like apple better adapted for warmer climates, has been a consistent cropper I believe",absent,,medium-heavy,good,,18.2,sweet-tart,green-white,medium melting,3.25,green,dark red,http://fruit.umext.umass.edu/2013appleharvest/ny428apple00713.jpg,medium-large,globose,235.0,,somewhat conspicuous,middle-late,,very good,10/7/2013,few,EMLA 9,<5,stem,fine,,,dry,average,13,5.5 (3-7),upright-spreading,medium-strong,18.2,3.25,90.0,13.0,fresh_premium,False,3,4
Morning Mist Fuji,,Belchertown,,MA,,,,,95,,"water core, over-ripe",,,,,,14,,,,3.2,,,http://fruit.umext.umass.edu/2013appleharvest/mmfuji100913.jpg,,,42.0,,,,,,10/9/2013,nil/none,,,,,,,,,14.8,7.8,,,14.0,3.2,95.0,14.8,unknown,False,3,3
Liberty,,Belchertown,,MA,,,,,95,,Hulvey cider,,,,,,13.8,,,,3.25,,,http://fruit.umext.umass.edu/2013appleharvest/libertyapples101113.jpg,,,,,,,,,10/10/2013,nil,,,,,,,,,12.9,6.5,,,13.8,3.25,95.0,12.9,unknown,False,3,3
Crimson Topaz,,Belchertown,,MA,,,,,85,,Hulvey cider,,,,,,16.5,,,,2.95,,,http://fruit.umext.umass.edu/2013appleharvest/topaz101113.jpg,,,,,,,,,10/10/2013,none,,,,,,,,,11.8,5-6-7,,,16.5,2.95,85.0,11.8,unknown,False,3,3
Suncrisp,,Belchertown,,MA,,,,,5-20 % blush,,Hulvey cider,,,,,,19,,,,3.15,,,http://fruit.umext.umass.edu/2013appleharvest/suncrispapple101113.jpg,,,,,,,,,10/10/2013,none,,,,,,,,,13.9,4-5,,,19.0,3.15,,13.9,unknown,False,3,3
Cameo,,Belchertown,,MA,,,,,75-95,,"ready for 1st pick of large, red fruit",,,,,,17.1,,,,3.2,,,http://fruit.umext.umass.edu/2013appleharvest/cameo101413.jpg,,,,,,,,,10/12/2013,nil,,,,,,,,,11.7,3-5.5,,,17.1,3.2,,11.7,unknown,False,3,3
Ambrosia,,Belchertown,,MA,,,,,75,,ready to pick,,,,,,17.9,,,,2.95,,,http://fruit.umext.umass.edu/2013appleharvest/ambrosia101413.jpg,,,,,,,,,10/12/2013,nil,,,,,,,,,12,6-7,,,17.9,2.95,75.0,12.0,unknown,True,3,3
Creston,,Belchertown,,NJ,,,,,55,,"slightly greasy, tastes good, crisp, mild; need to put in AVD?",,,,,,13.9,,,,3.2,,,http://fruit.umext.umass.edu/2013appleharvest/creston101413.jpg,,,,,,,,,10/14/2013,nil,,,,,,,,,12.8,7.5,,,13.9,3.2,55.0,12.8,unknown,False,3,3
Goldrush,,Belchertown,no,MA,good,,medium,yes,<25,blush,large crop = small fruit,absent,,very heavy,very good,,21.7,sweet-tart,green-white,hard melting,2.8,yellow-green,bronze,,small-medium,somewhat conic,171.0,,somewhat conspicuous,late,,very good,10/30/2013,none,EMLA 9,0-10 variable,all over,medium,,,dry,average,12.9,4-6,upright-spreading,medium,21.7,2.8,,12.9,fresh_standard,False,1,5
Crimson Gold,,Belchertown,,MA,very good,,medium,faint,85,solid-blush hint stripe,"really over-mature, light crop on young trees, only 7 apples tested, see earlier harvest, watercore",prone to stem-end when very ripe,stem,light-medium,poor at this point,,17.7,sweet,white,soft,3.4,yellow,bright red,,large,globose-conic,260.0,,mostly inconspicuous,late,,"fair-poor at this point, see below",10/30/2013,few,,5,stem,fine,,,greasy,average,16.4,7-8,upright,medium,17.7,3.4,85.0,16.4,fresh_premium,False,5,5
Stark Little Jewel,,Belchertown,,MA,good,,good,faint,90,solid-blush hint stripe,"a little over-mature, thus some winey flavor, heavy crop",absent,,heavy,good,,19.8,sweet,cream-white,medium melting,2.95,green-yellow,mohogony red,,small-medium,conic-typey,200.0,,conspicuous,late,,good,10/30/2013,nil,,0-20,stem,medium,,,slightly greasy,average,14,6,upright-spreading,medium,19.8,2.95,90.0,14.0,fresh_standard,False,1,5
“Small” Braeburn (Brandt),,Belchertown,,MA,excellent,,good,faint,75,solid-blush hint stripe,"SBFS, some watercore, good apple at this point still, large, I assume “Small” is being fascetious? may not be as good color as Joburn Braeburn",absent,,medium-heavy,excellent,,19,sweet-tart,white,medium-hard melting,3.2,green,medium red,,large,cylindrical-conic,255.0,,inconspicuous,late,,excellent,10/30/2013,nil,,0,,,,,dry,somewhat thin,12,4-5,upright-spreading,medium,19.0,3.2,75.0,12.0,fresh_premium,False,5,5
Fuji ‘Supreme’ (Brandt),,Belchertown,,MA,good,,good,very faint,85,blush-stripe,"water core on this late harvest; have held up pretty well. seem like a nice, classic Fuji strain?",absent,,medium,fair-good at this point,,15.6,sweet,cream-white,medium melting,3.15,light green,red,,medium-large,cylindrical-conic,257.0,,somewhat conspicuous,late,,good,11/3/2013,nil,EMLA 9,0,,,,,slightly greasy,average,14.4,7.9,upright-spreading,medium-strong,15.6,3.15,85.0,14.4,fresh_standard,False,3,5
Zestar!,0.73,Belchertown,,MA,good,,,,50,,ready for first pick,,,medium-heavy,good,,15.2,good,,,3.2,,,,medium-large,,,,,early,,good,8/21/2014,few,,,,,,,,,13.9,3.5 (barely),,,15.2,3.2,50.0,13.9,fresh_standard,False,3,1
Sansa,0.36,Belchertown,,MA,fair-good,,,,65 hint stripe,,"crew picking, not much background green; heavy crop affects eating quality",,,heavy,fair-good,,16.4,fruity,,,2.95,,,,small-medium,,,,,early,,good,8/21/2014,nil,,,,,,,,,12.5,3.5 (2-4),,,16.4,2.95,,12.5,fresh_standard,False,1,1
Paulared,1.26,Harvard,,MA,fair,,,,50,,fairly sweet juice; 6/10 significant watercore,,,medium-heavy,fair,,13.8,sweet-tart,,,3.4,,,,medium-large,,,,,early,,fair-good,8/22/2014,some,,,,,,,,,10.8,4 (3-6),,,13.8,3.4,50.0,10.8,fresh_standard,False,3,1
Ginger Gold,0.94,Belchertown,,MA,very good,,,,0-10 hint pink,,not quite ready to pick,,,light-medium,good,,20.5,sweet,,,3.25,,,,large,,,,,early,,good,8/21/2014,none,,,,,,,,,12.4,2 (1-3),,,20.5,3.25,,12.4,fresh_premium,False,5,1
Paulared,1.09,Belchertown,,MA,,,,,50,,some watercore; tart apple,,,,,,15.4,,,,3.3,,,,,,,,,,,,8/21/2014,few,,,,,,,,,11.2,3 solid,,,15.4,3.3,50.0,11.2,unknown,False,3,3
Akane,0.91,Belchertown,,MA,fair-good,,,,75,,needs another week; significant stem and calyx russet,,,medium-heavy,fair-good,,18.5,tart,,,2.85,,,,small-medium,,,,,early,,fair-good,8/25/2014,nil,,,,,,,,,11.9,3.9,,,18.5,2.85,75.0,11.9,fresh_standard,False,1,1
Minneiska,0.51,Belchertown,,MA,fair-good,,,,65,,"a tart SweetTango right now,  needs another week; some russet",,,medium-heavy,good,,17.3,tart-sweet,,,2.95,,,,medium,,,,,early-middle,,very good,8/25/2014,nil,,,,,,,,,12.8,3,,,17.3,2.95,65.0,12.8,fresh_standard,False,3,2
Dandeered,1.22,Belchertown,,MA,good,,,,95,,"touch of watercore; kind of touchy in terms of drop/maturity, probably should have been already picked",,,medium,fair-good,,14.6,tart-sweet,,,3.25,,,,medium-large,,,,,early,,fair-good,8/25/2014,significant,,,,,,,,,12.1,4,,,14.6,3.25,95.0,12.1,fresh_standard,False,3,1
Ginger Gold,0.9548164,Belchertown,,MA,,,,,0,,beginning peak Ginge Gold harvest; some signs of sun over-exposure; observed AMF on fruit while picking,,,medium,,,19.6,,,,3.25,,,,large,,,,,early,,,8/25/2014,none,,,,,,,,,12.4,2.9 (does not test well),,,19.6,3.25,0.0,12.4,unknown,False,5,1
Silken,0.24,Belchertown,,MA,,,,,0,,need another week,,,,,,18.6,,,,2.9,,,,,,,,,,,,9/1/2014,none,,,,,,,,,12.3,2-3,,,18.6,2.9,0.0,12.3,unknown,False,3,3
Rubymac,1.67,Belchertown,,MA,,,,,95,,"look nice, color is way there but still tart-green, could use another week",,,,,,18.2,,,,3.0,,,,,,,,,,,,9/2/2014,none,,,,,,,,,11.2,3,,,18.2,3.0,95.0,11.2,unknown,False,3,3
Lindamac,1.82,Belchertown,,MA,,,,,80 stripey,,"green as grass, need another week",,,,,,16.4,,,,2.95,,,,,,,,,,,,9/2/2014,nil,,,,,,,,,10.7,3.5,,,16.4,2.95,,10.7,unknown,False,3,3
Honeycrisp,0.91,Belchertown,,MA,,,,,55,,needs another week at least,,,,,,16.6,,,,3.3,,,,,,,,,,,,9/3/2014,none,,,,,,,,,11.1,3 (1.5-4.5),,,16.6,3.3,55.0,11.1,unknown,True,3,3
Buckeye Gala,0.91,Belchertown,,MA,,,,,85,,"still green, needs another week at least",,,,,,20.2,,,,2.85,,,,,,,,,,,,9/3/2014,none,,,,,,,,,9.5,2.5 (1.5-3.5),,,20.2,2.85,85.0,9.5,unknown,False,3,3
Honeycrisp,0.63,Sutton,,MA,,,,,60,,n=5,,,,,,20.1,,,,3.0,,,,,,,,,,,,9/3/2014,nil,,,,,,,,,13.4,4 (2.5-6),,,20.1,3.0,60.0,13.4,unknown,True,3,3
Honeycrisp (No ReTain),0.95,Northboro,,MA,,,,,50,,young trees; 3/10 some stem crack or leafroller damage; touch of watercore;  n=10,,,,,,17.0,,,,3.5,,,,,,,,,,,,9/3/2014,none,,,,,,,,,12.7,4.55,,,17.0,3.5,50.0,12.7,unknown,False,3,3
Honeycrisp (half-rate ReTain),0.72,Northboro,,MA,,,,,,,"touch of watercore, otherwise clean; n=10",,,,,,17.6,,,,3.05,,,,,,,,,,,,9/3/2014,none,,,,,,,,,12.5,3.2 (1-4),,,17.6,3.05,,12.5,unknown,False,3,3
Rogers McIntosh,1.65,Belchertown,,MA,,,,,60,,wait for better red color,,,,,,16.3,,,,3.2,,,,,,,,,,,,9/8/2014,none,,,,,,,,,11.5,3.75,,,16.3,3.2,60.0,11.5,unknown,False,3,3
Lindamac,1.75,Belchertown,,MA,,,,,80,,start harvest (barely),,,,,,15.8,,,,2.95,,,,,,,,,,,,9/8/2014,nil,,,,,,,,,10.9,3.55,,,15.8,2.95,80.0,10.9,unknown,False,3,3
Honeycrisp,0.53,Belchertown,,MA,,,,,70,,"ready to go, 1st pick on red color",,,,,,15.8,,,,3.25,,,,,,,,,,,,9/8/2014,few,,,,,,,,,12.6,6.6,,,15.8,3.25,70.0,12.6,unknown,True,3,3
Rubymac,1.58,Deerfield,,MA,,,,,95,,"nice, ready for pick",,,,,,17.6,,,,2.95,,,,,,,,,,,,9/9/2014,few,,,,,,,,,12.2,4 (3-5.5),,,17.6,2.95,95.0,12.2,unknown,False,3,3
Lindamac McIntosh,1.46,Deerfield,,MA,,,,,85,,"nice, ready for pick",,,,,,17.4,,,,3.0,,,,,,,,,,,,9/9/2014,few,,,,,,,,,12.5,4.1,,,17.4,3.0,85.0,12.5,unknown,False,3,3
Honeycrisp,0.46,Deerfield,,MA,,,,,65,,1st-pick ready for sure,,,,,,19.3,,,,3.05,,,,,,,,,,,,9/9/2014,few,,,,,,,,,13.2,5.4,,,19.3,3.05,65.0,13.2,unknown,True,3,3
Brookfield Gala,0.16,Deerfield,,MA,,,,,90,,"good background color, ready for 1st-pick for sure",,,,,,20.8,,,,2.75,,,,,,,,,,,,9/9/2014,none,,,,,,,,,12.2,3.9,,,20.8,2.75,90.0,12.2,unknown,False,3,3
Gale(?) Gala,1.01,Belchertown,,MA,,,,,92,,"these are still pretty green, wait another 5-7 days",,,,,,21.5,,,,2.9,,,,,,,,,,,,9/9/2014,none,,,,,,,,,10.6,2.6,,,21.5,2.9,92.0,10.6,unknown,False,3,3
Buckeye Gala,0.49,Belchertown,,MA,,,,,95,,"background color developing, would like to see higher sugar, worthy of 1st pick",,,,,,20.2,,,,2.9,,,,,,,,,,,,9/9/2014,nil,,,,,,,,,10.8,3.8,,,20.2,2.9,95.0,10.8,unknown,False,3,3
Blondee,0.31,Belchertown,,MA,,,,,,,"start pick any time, very nice quality",,,,,,20,,,,3.0,,,,,,,,,,,,9/9/2014,nil,,,,,,,,,11.6,3.7 (2-7),,,20.0,3.0,,11.6,unknown,False,3,3
Honeycrsip,0.6,Northboro,,MA,,,,,55,,"super-spindle, half-rate ReTain",,,,,,15.2,,,,3.4,,,,,,,,,,,,9/11/2014,nil,,,,,,,,,12.6,5.5,,,15.2,3.4,55.0,12.6,unknown,False,3,3
Honeycrsip,0.73,Northboro,,MA,,,,,55,,"tall spindle, half-rate ReTain",,,,,,16.3,,,,3.4,,,,,,,,,,,,9/11/2014,nil,,,,,,,,,12.7,6.2,,,16.3,3.4,55.0,12.7,unknown,False,3,3
Rubymac,1.71,Northboro,,MA,,,,,97,,most likely had reTain,,,,,,16.6,,,,3.1,,,,,,,,,,,,9/11/2014,nil,,,,,,,,,11.3,3.5,,,16.6,3.1,97.0,11.3,unknown,False,3,3
Honeycrsip,0.65,Stow,,MA,,,,,50,,likely had 1/2 rate ReTain,,,,,,17,,,,3.3,,,,,,,,,,,,9/11/2014,nil,,,,,,,,,12,3.5,,,17.0,3.3,50.0,12.0,unknown,False,3,3
Honeycrisp,0.69,Tyngsboro,,MA,,,,,65,,likely had 1/2 rate ReTain,,,,,,16.8,,,,3.25,,,,,,,,,,,,9/11/2014,nil,,,,,,,,,12.1,6,,,16.8,3.25,65.0,12.1,unknown,True,3,3
Honeycrisp,0.3,Harvard,,MA,,,,,85,,no ReTain,,,,,,18,,,,3.15,,,,,,,,,,,,9/11/2014,nil,,,,,,,,,12.8,5.2,,,18.0,3.15,85.0,12.8,unknown,True,3,3
Buckeye? Gala,0.79,Belchertown,,MA,,,,,95,,from the precision thinning expt.,,,,,,20.6,,,,3.0,,,,,,,,,,,,9/12/2014,none,,,,,,,,,11.7,2.8,,,20.6,3.0,95.0,11.7,unknown,False,3,3
Honeycrsip,0.78,Northboro,,MA,,,,,45,,ReTain,,,,,,14.5,,,,3.35,,,,,,,,,,,,9/18/2014,nil,,,,,,,,,11.6,5,,,14.5,3.35,45.0,11.6,unknown,False,3,3
Honeycrisp,0.74,Northboro,,MA,,,,,55,,nice,,,,,,15.1,,,,3.5,,,,,,,,,,,,9/18/2014,nil,,,,,,,,,12.4,5.5,,,15.1,3.5,55.0,12.4,unknown,True,3,3
Honeycrisp,0.53,Belchertown,,MA,,,,,80,,"nice, at their peak",,,,,,13.8,,,,3.4,,,,,,,,,,,,9/19/2014,some,,,,,,,,,12.3,5.9,,,13.8,3.4,80.0,12.3,unknown,True,3,3
Rogers McIntosh,1.51,Belchertown,,MA,,,,,85,,nice,,,,,,14.6,,,,3.25,,,,,,,,,,,,9/19/2014,some,,,,,,,,,11.8,4.1,,,14.6,3.25,85.0,11.8,unknown,False,3,3
Blondee,0.38,Belchertown,,MA,,,,,,,"just about right, needs good thinning for best quality",,,,,,16.7,,,,3.1,,,,,,,,,,,,9/19/2014,nil,,,,,,,,,11.3,4.8,,,16.7,3.1,,11.3,unknown,False,3,3
Royalcourt Cortland,1.36,Belchertown,,MA,,,,,92,,barely ready for start of harvest,,,,,,1601,,,,3.6,,,,,,,,,,,,9/19/2014,nil,,,,,,,,,12.9,1.7,,,1601.0,3.6,92.0,12.9,unknown,False,3,3
Cherry Gala,0.6,Belchertown,,MA,,,,,95,,"nice fruit, a bit over-mature",,,,,,15.8,,,,2.95,,,,,,,,,,,,9/19/2014,none,,,,,,,,,10.9?,5.6,,,15.8,2.95,95.0,,unknown,False,3,3
‘Rubinstar’ Jonagold,1.11,Belchertown,,MA,,,,,70,,"signs of sunburn/radial watercore; otherwise nice, could start harvest over next week",,,,,,16,,,,3.5,,,,,,,,,,,,9/23/2014,nil,,,,,,,,,13,5,,,16.0,3.5,70.0,13.0,unknown,False,3,3
Royal Court Cortland,1.32,Belchertown,,MA,,,,,92,,"nice, good sugar",,,,,,15.4,,,,3.6,,,,,,,,,,,,9/23/2014,none,,,,,,,,,13.7,3,,,15.4,3.6,92.0,13.7,unknown,False,3,3
‘Snappymac’ McIntosh,1.38,Belchertown,,MA,,,,,92,,nearing the end of window for CA harvest. although cool temps have preserved maturity and limited drop,,,,,,15.5,,,,3.1,,,,,,,,,,,,9/23/2014,some,,,,,,,,,12.5,4.8,,,15.5,3.1,92.0,12.5,unknown,False,3,3
Honeycrisp,0.54,Belchertown,,MA,,,,,60,,"wish sugars were a little higher, but in the Honeycrisp sweet spot; harvest immediately assuming  red color",,,,,,13.6,,,,3.45,,,,,,,,,,,,9/23/2014,some,,,,,,,,,11.6,6.4,,,13.6,3.45,60.0,11.6,unknown,True,3,3
Macoun,1.76,Belchertown,,MA,,,,,70,,really  needs another week to develop varietaly flaovr and quality,,,,,,18.1,,,,3.1,,,,,,,,,,,,9/23/2014,nil,,,,,,,,,11.3,3.4,,,18.1,3.1,70.0,11.3,unknown,False,3,3
Buckeye Gala,0.46,Belchertown,,MA,,,,,98,,on it’s last legs,,,,,,19.4,,,,2.9,,,,,,,,,,,,9/23/2014,nil,,,,,,,,,12.6,5,,,19.4,2.9,98.0,12.6,unknown,False,3,3
Tome Empire,1.26,Belchertown,,MA,,,,,95,,"good color, but need some more maturity (5 days)",,,,,,17.5,,,,3.1,,,,,,,,,,,,9/24/2014,none,,,,,,,,,12,3.5,,,17.5,3.1,95.0,12.0,unknown,False,3,3
Honeycrisp,0.72,Hawley,,MA,,,,,80,,"sugars could be up a bit, otherwise very nice; ready for 1st pick",,,,,,17.7,,,,3.5,,,,,,,,,,,,9/26/2014,few,,,,,,,,,11.5,4.6,,,17.7,3.5,80.0,11.5,unknown,True,3,3
early Fuji Rising Sun.,,Pittstown,,NJ,good,,,,,,"watery, slightly sweet",,,,good,,13.9,watery,,,,,,,,,,September 16-30,,,,good,9/18/2014,,,,,,,,dry,average,11.1,4.9,,,13.9,,,11.1,fresh_standard,False,3,3
Early Fuji Auvil Early,,Pittstown,,NJ,good,,,,,,watery slightly sweet,,,,good,,14.0,sweet-bland,,,,,,,,,,,,,,good,9/18/2014,,,,,,,,dry,average,12.2,4.8,,,14.0,,,12.2,fresh_standard,False,3,3
early Fuji Benishogun,,Pittstown,,NJ,good,,,,,,"tasty, mild, slight starch.",,,,good,,14.7,sweet-bland,,,,,,,,,,,,,,good,9/18/2014,,,,,,,,dry,average,12.3,,,,14.7,,,12.3,fresh_standard,False,3,3
Early Fuji September wonder,,Pittstown,,NJ,good,,,,,,,,,,good,,15.1,sweet-bland,,,,,,,,,,September 16-30,,,,good,9/18/2014,,,,,,,,dry,average,12.7,3.3,,,15.1,,,12.7,fresh_standard,False,3,3
Honeycrisp,,Hackettstown,,NJ,,,,,,,,,,,,,16.7,,,,,,,,,,,,,,,,9/5/2014,,,,,,,,,,14.5,5.3,,,16.7,,,14.5,unknown,True,3,3
Linda Mac ,,Pittstown,,NJ,,,,,,,,,,,,,15.1,,,,,,,,,,,,,,,,9/2/2014,,,,,,,,,,12.5,4.6,,,15.1,,,12.5,unknown,False,3,3
Buckeye Gala,,Pittstown,,NJ,,,,,,,,,,,,,17.7,,,,,,,,,,,,,,,,9/2/2014,,,,,,,,,,12.1,4.3,,,17.7,,,12.1,unknown,False,3,3
Gale Gala,,Pittstown,,NJ,,,,,,,,,,,,,18.7,,,,,,,,,,,,,,,,9/2/2014,,,,,,,,,,11.6,4.5,,,18.7,,,11.6,unknown,False,3,3
Liberty,1.06,Belchertown,,MA,,,,,90,,"drop on heavily cropped trees, all picked",,,,,,18.5,,,,3.25,,,,,,,,,,,,10/3/2014,some,,,,,,,,,13.2,4.6,,,18.5,3.25,90.0,13.2,unknown,False,3,3
Modi,,Belchertown,no,MA,very good,don’t know,medium,faint,90+,solid,"nice, impressive, did well in taste test",present,,light-medium,very good,none,21.5,sweet-tart,green-white,firm melting,3.0,light green,deep mahogany red,,medium,conic-ovoid,209.0,October 1-15,conspicuous,middle-late,curculio?,very good,10/3/2014,none,EMLA 9,<5,stem,,none,resistant,dry,average,13.5,3.9,upright-spreading,medium,21.5,3.0,,13.5,fresh_premium,False,3,4
Gibson Golden Delicious,0.79,Belchertown,,MA,,,,,,,ready to go for sure,,,,,,15,,,,3.2,,,,,,,,,,,,10/3/2014,"none, lightish crop load",B.9,,,,,,,,13.9,5.4,,,15.0,3.2,,13.9,unknown,False,3,3
Ambrosia,0.21,Belchertown,,MA,,,,,70,,background color change good but flavor not there according to Jim,,,,,,20.6,,,,"3.25, light crop",,,,,,,,,,,,10/3/2014,nil,,,,,,,,,14.1,2.7,,,20.6,,70.0,14.1,unknown,True,3,3
Cameo,1.04,Belchertown,,MA,,,,,75,,"just barely ready for start of harvest; very nice quality, good brix",,,,,,17.3,,,,3.4,,,,,,,,,,,,10/10/2014,nil,,,,,,,,,12.8,3.6,,,17.3,3.4,75.0,12.8,unknown,False,3,3
Suncrisp,0.94,Belchertown,,MA,,,,,10,,just about ready for 1st-pick,,,,,,13.2,,,,3.1,,,,,,,,,,,,10/13/2014,none,,,,,,,,,13.2,4.9,,,13.2,3.1,10.0,13.2,unknown,False,3,3
Morning Mist Fuji,0.84,Belchertown,,MA,,,,,95,,watercore! need to be picked ASAP,,,,,,14.8,,,,3.3,,,,,,,,,,,,10/13/2014,none,,,,,,,,,15.2,7.8,,,14.8,3.3,95.0,15.2,unknown,False,3,3
Mutsu,1.44,Belchertown,,MA,,,,,,,needs another week to develop varietal flavor and quality (still pretty green),,,,,,16.4,,,,3.4,,,,,,,,,,,,10/13/2014,none,,,,,,,,,11.7,4.8,,,16.4,3.4,,11.7,unknown,False,3,3
Crimson Topaz,0.5,Belchertown,,MA,,,,,80,,"ready to pick, n=5",,,,,,16.6,,,,3.25,,,,,,,,,,,,10/13/2014,nil,,,,,,,,,13.2,4.4,,,16.6,3.25,80.0,13.2,unknown,False,3,3
Crimson Gold,,Belchertown,,MA,excellent,,medium,slow to brown,75,solid-blush,"touch of water-core, apple maggot",absent,,medium-heavy,very good,,19.3,tart,white,medium melting,3.4,green-yellow,"orange-red, bright, attractive",,large,slight conic,274.0,,inconspicuous,late,,very good,10/17/2014,nil,EMLA 9,<5,stem,very fine,,,dry,somewhat thick,14.6,7.2,upright,medium,19.3,3.4,75.0,14.6,fresh_premium,False,5,5
Crimson Topaz,0.26,Belchertown,,MA,,,,,82,,slightly greasy; quite ripe,,,,,,16.6,,,,3.3,,,,,,,,,,,,10/17/2014,nil,,,,,,,,,12.8,6.5,,,16.6,3.3,82.0,12.8,unknown,False,3,3
Goldrush,0.55,Belchertown,,MA,,,,,5,,ready for first pick based on size and background color going to yellow; nice,,,,,,22,,,,2.95,,,,,,,,,,,,10/25/2014,none,,,,,,,,,13.4,2.3,,,22.0,2.95,5.0,13.4,unknown,False,3,3
MN1955,,Belchertown,no,MA,excellent,,medium,faint,95,solid-blush,DA=0.89; only problem is drop-prone,absent,,medium,excellent,,16.2,sweet-tart,green-white,crisp melting,3.3,green-yellow,"bright red, nice",,large,conic,290.0,August 1-15,inconspicuous,early,,excellent,8/14/2015,significant,,0,,,,,dry,somewhat thin,11.5,4.6 (2-8),upright-spreading,medium,16.2,3.3,95.0,11.5,fresh_premium,False,5,1
Zestar!,0.77,Belchertown,,MA,,,,,45,,nice crop; begin spot pick based on color,,,,,,13.8,,,,3.25,,,,,,,,,,,,8/18/2015,nil,,,,,,,,,12.9,3.5,,,13.8,3.25,45.0,12.9,unknown,False,3,3
Sansa,0.24,Belchertown,,MA,,,,,50,,1 with water core; ready to spot pick for sure,,,,,,16.2,,,,3.0,,,,,,,,,,,,8/18/2015,nil,,,,,,,,,13.9,3.7,,,16.2,3.0,50.0,13.9,unknown,False,3,3
Paulared,1.25,Belchertown,,MA,,,,,55,,"quite a bit of drop; junk, but being picked",,,,,,15.2,,,,3.2,,,,,,,,,,,,8/18/2015,some,,,,,,,,,11.4,3.7,,,15.2,3.2,55.0,11.4,unknown,False,3,3
Zestar!,0.45,Belchertown,,MA,,,,,65,,"second pick, one with watercore (N=5), getting long,need to harvest ASAP",,,,,,12.8,,,,3.5,,,,,,,,,,,,8/31/2015,nil,,,,,,,,,12.7,5.5,,,12.8,3.5,65.0,12.7,unknown,False,3,3
Honeycrisp,0.62,Belchertown,,MA,,,,,55,,"picked reddest fruit; barely ready to start harvest, but by end of week/Labor Day, yes",,,,,,15.6,,,,3.4,,,,,,,,,,,,8/31/2015,nil,,,,,,,,,11.7,4.7,,,15.6,3.4,55.0,11.7,unknown,True,3,3
Buckeye Gala,1.07,Belchertown,,MA,,,,,95,,"despite being fully red, immature, need a week of heat, then test again",,,,,,19.2,,,,2.9,,,,,,,,,,,,8/31/2015,none,,,,,,,,,11.3,3.5,,,19.2,2.9,95.0,11.3,unknown,False,3,3
Ginger Gold,0.55,Belchertown,,MA,,,,,,,"should be in middle of harvest, does not starch test well; very nice quality, large fruit",,,,,,17.5,,,,3.4,,,,,,,,,,,,8/31/2015,few,,,,,,,,,13.3,3.5,,,17.5,3.4,,13.3,unknown,False,3,3
Akane,0.55,Belchertown,,MA,,,,,85,,"heavy crop; not impressed with quality, heavy crop has depressed sugars, need to harvest ASAP",,,,,,15.5,,,,2.9,,,,,,,,,,,,8/31/2015,nil,,,,,,,,,10.4,6.5,,,15.5,2.9,85.0,10.4,unknown,False,3,3
Lindamac McIntosh,1.74,Belchertown,,MA,,,,,80,,"still very green, wait another week before testing again (and harvest)",,,,,,16,,,,3.0,,,,,,,,,,,,8/31/2015,nil,,,,,,,,,10.7,3.4,,,16.0,3.0,80.0,10.7,unknown,False,3,3
River  (DS-22),0.33,Belchertown,,MA,,,,,80 stiped,,"not a real good look here, ribbed, some signs of bitter pit, flavor lacking “off” rather “tropical” in nature",,,,,,15.2,,,,3.75,,,,,,,,,,,,8/31/2015,few,,,,,,,,,13,6.9,,,15.2,3.75,,13.0,unknown,False,3,3
